"26|131|""Now fear Allah",and obey me.,,,,,,,,,,,,,,,,,
"26|132|""Yea",fear Him Who has bestowed on you freely all that ye know.,,,,,,,,,,,,,,,,,
"26|133|""Freely has He bestowed on you cattle and sons",-,,,,,,,,,,,,,,,,,
"26|134|""And Gardens and Springs.",,,,,,,,,,,,,,,,,,
"26|135|""Truly I fear for you the Penalty of a Great Day.""",,,,,,,,,,,,,,,,,,
"26|136|They said: ""It is the same to us whether thou admonish us or be not among (our) admonishers!",,,,,,,,,,,,,,,,,,
"26|137|""This is no other than a customary device of the ancients",,,,,,,,,,,,,,,,,,
"26|138|""And we are not the ones to receive Pains and Penalties!""",,,,,,,,,,,,,,,,,,
26|139|So they rejected him,and We destroyed them. Verily in this is a Sign: but most of them do not believe.,,,,,,,,,,,,,,,,,
26|140|And verily thy Lord is He,the Exalted in Might,Most Merciful.,,,,,,,,,,,,,,,,
26|141|The Thamud (people) rejected the messengers.,,,,,,,,,,,,,,,,,,
26|142|Behold," their brother Salih said to them: ""Will you not fear (Allah)?",,,,,,,,,,,,,,,,,
"26|143|""I am to you a messenger worthy of all trust.",,,,,,,,,,,,,,,,,,
"26|144|""So fear Allah",and obey me.,,,,,,,,,,,,,,,,,
"26|145|""No reward do I ask of you for it: my reward is only from the Lord of the Worlds.",,,,,,,,,,,,,,,,,,
"26|146|""Will ye be left secure",in (the enjoyment of) all that ye have here?-,,,,,,,,,,,,,,,,,
"26|147|""Gardens and Springs",,,,,,,,,,,,,,,,,,
"26|148|""And corn-fields and date-palms with spathes near breaking (with the weight of fruit)?",,,,,,,,,,,,,,,,,,
"26|149|""And ye carve houses out of (rocky) mountains with great skill.",,,,,,,,,,,,,,,,,,
"26|150|""But fear Allah and obey me;",,,,,,,,,,,,,,,,,,
"26|151|""And follow not the bidding of those who are extravagant",-,,,,,,,,,,,,,,,,,
"26|152|""Who make mischief in the land"," and mend not (their ways).""",,,,,,,,,,,,,,,,,
"26|153|They said: ""Thou art only one of those bewitched!",,,,,,,,,,,,,,,,,,
"26|154|""Thou art no more than a mortal like us: then bring us a Sign"," if thou tellest the truth!""",,,,,,,,,,,,,,,,,
"26|155|He said: ""Here is a she-camel: she has a right of watering",and ye have a right of watering,(severally) on a day appointed.,,,,,,,,,,,,,,,,
"26|156|""Touch her not with harm"," lest the Penalty of a Great Day seize you.""",,,,,,,,,,,,,,,,,
26|157|But they ham-strung her: then did they become full of regrets.,,,,,,,,,,,,,,,,,,
26|158|But the Penalty seized them. Verily in this is a Sign: but most of them do not believe.,,,,,,,,,,,,,,,,,,
26|159|And verily thy Lord is He,the Exalted in Might,Most Merciful.,,,,,,,,,,,,,,,,
26|160|The people of Lut rejected the messengers.,,,,,,,,,,,,,,,,,,
26|161|Behold," their brother Lut said to them: ""Will ye not fear (Allah)?",,,,,,,,,,,,,,,,,
"26|162|""I am to you a messenger worthy of all trust.",,,,,,,,,,,,,,,,,,
"26|163|""So fear Allah and obey me.",,,,,,,,,,,,,,,,,,
"26|164|""No reward do I ask of you for it: my reward is only from the lord of the Worlds.",,,,,,,,,,,,,,,,,,
"26|165|""Of all the creatures in the world",will ye approach males,,,,,,,,,,,,,,,,,
"26|166|""And leave those whom Allah has created for you to be your mates? Nay"," ye are a people transgressing (all limits)!""",,,,,,,,,,,,,,,,,
"26|167|They said: ""If thou desist not"," O Lut! thou wilt assuredly be cast out!""",,,,,,,,,,,,,,,,,
"26|168|He said: ""I do detest your doings.""",,,,,,,,,,,,,,,,,,
"26|169|""O my Lord! deliver me and my family from such things as they do!""",,,,,,,,,,,,,,,,,,
26|170|So We delivered him and his family,#NAME?,,,,,,,,,,,,,,,,,
26|171|Except an old woman who lingered behind.,,,,,,,,,,,,,,,,,,
26|172|But the rest We destroyed utterly.,,,,,,,,,,,,,,,,,,
26|173|We rained down on them a shower (of brimstone): and evil was the shower on those who were admonished (but heeded not)!,,,,,,,,,,,,,,,,,,
26|174|Verily in this is a Sign: but most of them do not believe.,,,,,,,,,,,,,,,,,,
26|175|And verily thy Lord is He,the Exalted in Might Most Merciful.,,,,,,,,,,,,,,,,,
26|176|The Companions of the Wood rejected the messengers.,,,,,,,,,,,,,,,,,,
26|177|Behold," Shu´aib said to them: ""Will ye not fear (Allah)?",,,,,,,,,,,,,,,,,
"26|178|""I am to you a messenger worthy of all trust.",,,,,,,,,,,,,,,,,,
"26|179|""So fear Allah and obey me.",,,,,,,,,,,,,,,,,,
"26|180|""No reward do I ask of you for it: my reward is only from the Lord of the Worlds.",,,,,,,,,,,,,,,,,,
"26|181|""Give just measure",and cause no loss (to others by fraud).,,,,,,,,,,,,,,,,,
"26|182|""And weigh with scales true and upright.",,,,,,,,,,,,,,,,,,
"26|183|""And withhold not things justly due to men",nor do evil in the land,working mischief.,,,,,,,,,,,,,,,,
"26|184|""And fear Him Who created you and (who created) the generations before (you)""",,,,,,,,,,,,,,,,,,
"26|185|They said: ""Thou art only one of those bewitched!",,,,,,,,,,,,,,,,,,
